"DATE","RIMP10M1","RIMP10M2","RIMP10M3","RIMP10M4","RIMP10M5","RIMP10M6","RIMP10M7","RIMP10M8","RIMP10M9","RIMP10M10","RIMP10M11","RIMP10M12","RIMP11M1","RIMP11M2","RIMP11M3","RIMP11M4","RIMP11M5","RIMP11M6","RIMP11M7","RIMP11M8","RIMP11M9","RIMP11M10","RIMP11M11","RIMP11M12","RIMP12M1","RIMP12M2","RIMP12M3","RIMP12M4","RIMP12M5","RIMP12M6","RIMP12M7","RIMP12M8","RIMP12M9","RIMP12M10","RIMP12M11","RIMP12M12","RIMP13M1","RIMP13M2","RIMP13M3","RIMP13M4","RIMP13M5","RIMP13M6","RIMP13M7","RIMP13M8","RIMP13M9","RIMP13M10","RIMP13M11","RIMP13M12","RIMP14M1","RIMP14M2","RIMP14M3","RIMP14M4","RIMP14M5","RIMP14M6","RIMP14M7","RIMP14M8","RIMP14M9","RIMP14M10","RIMP14M11","RIMP14M12","RIMP15M1","RIMP15M2","RIMP15M3","RIMP15M4","RIMP15M5","RIMP15M6","RIMP15M7","RIMP15M8","RIMP15M9","RIMP15M10","RIMP15M11"
"1998:Q4","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1348.7","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1347.8","1448.9","1448.9","1448.9","1448.9","1448.9","1448.9","1448.9","1448.9","1448.9","1448.9","1448.9","1448.9","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7","1445.7"
"1999:Q1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1383.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1382.1","1485.4","1485.4","1485.4","1485.4","1485.4","1485.4","1485.4","1485.4","1485.4","1485.4","1485.4","1485.4","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9"
"1999:Q2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1427.2","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1426.1","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0","1509.0"
"1999:Q3","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1477.9","1586.1","1586.1","1586.1","1586.1","1586.1","1586.1","1586.1","1586.1","1586.1","1586.1","1586.1","1586.1","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2"
"1999:Q4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1514.4","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1513.3","1622.1","1622.1","1622.1","1622.1","1622.1","1622.1","1622.1","1622.1","1622.1","1622.1","1622.1","1622.1","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8","1603.8"
"2000:Q1","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1575.8","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1574.7","1688.9","1688.9","1688.9","1688.9","1688.9","1688.9","1688.9","1688.9","1688.9","1688.9","1688.9","1688.9","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1"
"2000:Q2","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1623.9","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1622.7","1735.9","1735.9","1735.9","1735.9","1735.9","1735.9","1735.9","1735.9","1735.9","1735.9","1735.9","1735.9","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6"
"2000:Q3","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1680.6","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1679.4","1795.5","1795.5","1795.5","1795.5","1795.5","1795.5","1795.5","1795.5","1795.5","1795.5","1795.5","1795.5","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0","1779.0"
"2000:Q4","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1679.3","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1799.9","1799.9","1799.9","1799.9","1799.9","1799.9","1799.9","1799.9","1799.9","1799.9","1799.9","1799.9","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1","1778.1"
"2001:Q1","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1654.8","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1653.7","1768.5","1768.5","1768.5","1768.5","1768.5","1768.5","1768.5","1768.5","1768.5","1768.5","1768.5","1768.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5","1748.5"
"2001:Q2","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1605.5","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1717.9","1717.9","1717.9","1717.9","1717.9","1717.9","1717.9","1717.9","1717.9","1717.9","1717.9","1717.9","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8","1696.8"
"2001:Q3","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1566.7","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1565.6","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8","1662.8"
"2001:Q4","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1546.9","1656.6","1656.6","1656.6","1656.6","1656.6","1656.6","1656.6","1656.6","1656.6","1656.6","1656.6","1656.6","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8","1639.8"
"2002:Q1","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1586.8","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1585.7","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9","1686.9"
"2002:Q2","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1640.4","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1639.2","1754.3","1754.3","1754.3","1754.3","1754.3","1754.3","1754.3","1754.3","1754.3","1754.3","1754.3","1754.3","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8"
"2002:Q3","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1667.4","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1666.2","1782.5","1782.5","1782.5","1782.5","1782.5","1782.5","1782.5","1782.5","1782.5","1782.5","1782.5","1782.5","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6","1765.6"
"2002:Q4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1697.4","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1696.2","1817.0","1817.0","1817.0","1817.0","1817.0","1817.0","1817.0","1817.0","1817.0","1817.0","1817.0","1817.0","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9","1802.9"
"2003:Q1","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1676.9","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1675.7","1793.5","1793.5","1793.5","1793.5","1793.5","1793.5","1793.5","1793.5","1793.5","1793.5","1793.5","1793.5","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9"
"2003:Q2","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1700.9","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1699.6","1817.3","1817.3","1817.3","1817.3","1817.3","1817.3","1817.3","1817.3","1817.3","1817.3","1817.3","1817.3","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9"
"2003:Q3","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1720.7","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1719.6","1837.2","1837.2","1837.2","1837.2","1837.2","1837.2","1837.2","1837.2","1837.2","1837.2","1837.2","1837.2","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1","1829.1"
"2003:Q4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1784.4","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1783.8","1907.2","1907.2","1907.2","1907.2","1907.2","1907.2","1907.2","1907.2","1907.2","1907.2","1907.2","1907.2","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6","1894.6"
"2004:Q1","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.8","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1829.2","1959.7","1959.7","1959.7","1959.7","1959.7","1959.7","1959.7","1959.7","1959.7","1959.7","1959.7","1959.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7","1952.7"
"2004:Q2","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1903.1","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","1902.6","2034.0","2034.0","2034.0","2034.0","2034.0","2034.0","2034.0","2034.0","2034.0","2034.0","2034.0","2034.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0","2033.0"
"2004:Q3","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.7","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","1930.4","2059.8","2059.8","2059.8","2059.8","2059.8","2059.8","2059.8","2059.8","2059.8","2059.8","2059.8","2059.8","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6","2053.6"
"2004:Q4","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.7","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","1979.4","2111.0","2111.0","2111.0","2111.0","2111.0","2111.0","2111.0","2111.0","2111.0","2111.0","2111.0","2111.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0","2102.0"
"2005:Q1","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1991.0","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","1990.9","2130.4","2130.4","2130.4","2130.4","2130.4","2130.4","2130.4","2130.4","2130.4","2130.4","2130.4","2130.4","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8"
"2005:Q2","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2012.9","2151.6","2151.6","2151.6","2151.6","2151.6","2151.6","2151.6","2151.6","2151.6","2151.6","2151.6","2151.6","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2","2151.2"
"2005:Q3","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.2","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2025.3","2157.2","2157.2","2157.2","2157.2","2157.2","2157.2","2157.2","2157.2","2157.2","2157.2","2157.2","2157.2","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9","2156.9"
"2005:Q4","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.0","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2082.1","2222.9","2222.9","2222.9","2222.9","2222.9","2222.9","2222.9","2222.9","2222.9","2222.9","2222.9","2222.9","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0"
"2006:Q1","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.3","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2121.5","2270.7","2270.7","2270.7","2270.7","2270.7","2270.7","2270.7","2270.7","2270.7","2270.7","2270.7","2270.7","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9"
"2006:Q2","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2144.9","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2145.2","2295.9","2295.9","2295.9","2295.9","2295.9","2295.9","2295.9","2295.9","2295.9","2295.9","2295.9","2295.9","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6","2297.6"
"2006:Q3","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.5","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2315.6","2315.6","2315.6","2315.6","2315.6","2315.6","2315.6","2315.6","2315.6","2315.6","2315.6","2315.6","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2","2315.2"
"2006:Q4","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.1","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2168.2","2312.3","2312.3","2312.3","2312.3","2312.3","2312.3","2312.3","2312.3","2312.3","2312.3","2312.3","2312.3","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4","2321.4"
"2007:Q1","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2190.8","2192.7","2192.7","2192.7","2192.7","2192.7","2192.7","2192.7","2192.7","2192.7","2192.7","2192.7","2192.7","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2199.8","2351.8","2351.8","2351.8","2351.8","2351.8","2351.8","2351.8","2351.8","2351.8","2351.8","2351.8","2351.8","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7","2358.7"
"2007:Q2","2188.1","2188.1","2188.1","2188.1","2188.1","2188.1","2188.1","2217.5","2217.5","2217.5","2217.5","2217.5","2217.5","2217.5","2217.5","2217.5","2217.5","2217.5","2217.5","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2210.7","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4","2369.4"
"2007:Q3","2208.3","2208.3","2208.3","2208.3","2208.3","2208.3","2208.3","2244.6","2244.6","2244.6","2244.6","2244.6","2244.6","2244.6","2244.6","2244.6","2244.6","2244.6","2244.6","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2216.0","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7","2368.7"
