"DATE","RCOND65Q4","RCOND66Q1","RCOND66Q2","RCOND66Q3","RCOND66Q4","RCOND67Q1","RCOND67Q2","RCOND67Q3","RCOND67Q4","RCOND68Q1","RCOND68Q2","RCOND68Q3","RCOND68Q4","RCOND69Q1","RCOND69Q2","RCOND69Q3","RCOND69Q4","RCOND70Q1","RCOND70Q2","RCOND70Q3","RCOND70Q4","RCOND71Q1","RCOND71Q2","RCOND71Q3","RCOND71Q4","RCOND72Q1","RCOND72Q2","RCOND72Q3","RCOND72Q4","RCOND73Q1","RCOND73Q2","RCOND73Q3","RCOND73Q4","RCOND74Q1","RCOND74Q2","RCOND74Q3","RCOND74Q4","RCOND75Q1","RCOND75Q2","RCOND75Q3","RCOND75Q4","RCOND76Q1","RCOND76Q2","RCOND76Q3","RCOND76Q4","RCOND77Q1","RCOND77Q2","RCOND77Q3","RCOND77Q4","RCOND78Q1","RCOND78Q2","RCOND78Q3","RCOND78Q4","RCOND79Q1","RCOND79Q2","RCOND79Q3","RCOND79Q4","RCOND80Q1","RCOND80Q2","RCOND80Q3","RCOND80Q4","RCOND81Q1","RCOND81Q2","RCOND81Q3","RCOND81Q4","RCOND82Q1","RCOND82Q2","RCOND82Q3","RCOND82Q4","RCOND83Q1","RCOND83Q2","RCOND83Q3","RCOND83Q4","RCOND84Q1","RCOND84Q2","RCOND84Q3","RCOND84Q4","RCOND85Q1","RCOND85Q2","RCOND85Q3","RCOND85Q4","RCOND86Q1","RCOND86Q2","RCOND86Q3","RCOND86Q4","RCOND87Q1","RCOND87Q2","RCOND87Q3","RCOND87Q4","RCOND88Q1","RCOND88Q2","RCOND88Q3","RCOND88Q4","RCOND89Q1","RCOND89Q2","RCOND89Q3","RCOND89Q4","RCOND90Q1","RCOND90Q2","RCOND90Q3","RCOND90Q4","RCOND91Q1","RCOND91Q2","RCOND91Q3","RCOND91Q4","RCOND92Q1","RCOND92Q2","RCOND92Q3","RCOND92Q4","RCOND93Q1","RCOND93Q2","RCOND93Q3","RCOND93Q4","RCOND94Q1","RCOND94Q2","RCOND94Q3","RCOND94Q4","RCOND95Q1","RCOND95Q2","RCOND95Q3","RCOND95Q4","RCOND96Q1","RCOND96Q2","RCOND96Q3","RCOND96Q4","RCOND97Q1","RCOND97Q2","RCOND97Q3","RCOND97Q4","RCOND98Q1","RCOND98Q2","RCOND98Q3","RCOND98Q4","RCOND99Q1","RCOND99Q2","RCOND99Q3","RCOND99Q4","RCOND00Q1","RCOND00Q2","RCOND00Q3","RCOND00Q4","RCOND01Q1","RCOND01Q2","RCOND01Q3","RCOND01Q4","RCOND02Q1","RCOND02Q2","RCOND02Q3","RCOND02Q4","RCOND03Q1","RCOND03Q2","RCOND03Q3","RCOND03Q4","RCOND04Q1","RCOND04Q2","RCOND04Q3","RCOND04Q4","RCOND05Q1","RCOND05Q2","RCOND05Q3","RCOND05Q4","RCOND06Q1","RCOND06Q2","RCOND06Q3","RCOND06Q4","RCOND07Q1","RCOND07Q2","RCOND07Q3","RCOND07Q4","RCOND08Q1","RCOND08Q2","RCOND08Q3","RCOND08Q4","RCOND09Q1","RCOND09Q2","RCOND09Q3","RCOND09Q4","RCOND10Q1","RCOND10Q2","RCOND10Q3","RCOND10Q4","RCOND11Q1","RCOND11Q2","RCOND11Q3","RCOND11Q4","RCOND12Q1","RCOND12Q2","RCOND12Q3","RCOND12Q4","RCOND13Q1","RCOND13Q2","RCOND13Q3","RCOND13Q4","RCOND14Q1","RCOND14Q2","RCOND14Q3","RCOND14Q4","RCOND15Q1","RCOND15Q2"
"1949:Q3","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","29.4","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","#N/A","#N/A","#N/A","#N/A","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","#N/A","#N/A","#N/A","#N/A","#N/A","71.9","71.9","71.9","71.9","71.9","71.9","71.9","71.9","71.9","71.9","#N/A","#N/A","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7"
"1949:Q4","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","30.5","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","#N/A","#N/A","#N/A","#N/A","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","#N/A","#N/A","#N/A","#N/A","#N/A","74.5","74.5","74.5","74.5","74.5","74.5","74.5","74.5","74.5","74.5","#N/A","#N/A","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.1","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0"
"1950:Q1","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","#N/A","#N/A","#N/A","#N/A","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","#N/A","#N/A","#N/A","#N/A","#N/A","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","#N/A","#N/A","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","77.0","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.7","67.0","67.0","67.0","67.0","67.0","67.0","67.0","67.0","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3"
"1950:Q2","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","#N/A","#N/A","#N/A","#N/A","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","#N/A","#N/A","#N/A","#N/A","#N/A","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","#N/A","#N/A","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.1","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","62.8","62.8","62.8","62.8","62.8","62.8","62.8","62.8"
"1950:Q3","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","49.0","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","#N/A","#N/A","#N/A","#N/A","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","#N/A","#N/A","#N/A","#N/A","#N/A","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","#N/A","#N/A","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","96.9","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.0","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","83.5","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7"
"1950:Q4","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","83.1","#N/A","#N/A","#N/A","#N/A","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","#N/A","#N/A","#N/A","#N/A","#N/A","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","#N/A","#N/A","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","84.6","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.7","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1"
"1951:Q1","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","#N/A","#N/A","#N/A","#N/A","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","#N/A","#N/A","#N/A","#N/A","#N/A","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","#N/A","#N/A","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.5","75.5","75.5","75.5","75.5","75.5","75.5","75.5","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2"
"1951:Q2","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","#N/A","#N/A","#N/A","#N/A","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","#N/A","#N/A","#N/A","#N/A","#N/A","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","#N/A","#N/A","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.3","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2"
"1951:Q3","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","#N/A","#N/A","#N/A","#N/A","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","#N/A","#N/A","#N/A","#N/A","#N/A","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","#N/A","#N/A","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","59.1","59.1","59.1","59.1","59.1","59.1","59.1","59.1"
"1951:Q4","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","29.7","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","#N/A","#N/A","#N/A","#N/A","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","#N/A","#N/A","#N/A","#N/A","#N/A","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","72.5","#N/A","#N/A","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9"
"1952:Q1","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","72.2","#N/A","#N/A","#N/A","#N/A","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","#N/A","#N/A","#N/A","#N/A","#N/A","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","#N/A","#N/A","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2"
"1952:Q2","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","30.7","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","#N/A","#N/A","#N/A","#N/A","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","88.1","#N/A","#N/A","#N/A","#N/A","#N/A","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","#N/A","#N/A","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4"
"1952:Q3","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","#N/A","#N/A","#N/A","#N/A","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","#N/A","#N/A","#N/A","#N/A","#N/A","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","#N/A","#N/A","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","69.2","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.7","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","56.8","56.8","56.8","56.8","56.8","56.8","56.8","56.8"
"1952:Q4","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","#N/A","#N/A","#N/A","#N/A","89.7","89.7","89.7","89.7","89.7","89.7","89.7","89.7","89.7","89.7","89.7","89.7","#N/A","#N/A","#N/A","#N/A","#N/A","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","81.6","#N/A","#N/A","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","81.9","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.2","75.3","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.6","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","66.6","66.6","66.6","66.6","66.6","66.6","66.6","66.6"
