"DATE","NCPROFAT10M1","NCPROFAT10M2","NCPROFAT10M3","NCPROFAT10M4","NCPROFAT10M5","NCPROFAT10M6","NCPROFAT10M7","NCPROFAT10M8","NCPROFAT10M9","NCPROFAT10M10","NCPROFAT10M11","NCPROFAT10M12","NCPROFAT11M1","NCPROFAT11M2","NCPROFAT11M3","NCPROFAT11M4","NCPROFAT11M5","NCPROFAT11M6","NCPROFAT11M7","NCPROFAT11M8","NCPROFAT11M9","NCPROFAT11M10","NCPROFAT11M11","NCPROFAT11M12","NCPROFAT12M1","NCPROFAT12M2","NCPROFAT12M3","NCPROFAT12M4","NCPROFAT12M5","NCPROFAT12M6","NCPROFAT12M7","NCPROFAT12M8","NCPROFAT12M9","NCPROFAT12M10","NCPROFAT12M11","NCPROFAT12M12","NCPROFAT13M1","NCPROFAT13M2","NCPROFAT13M3","NCPROFAT13M4","NCPROFAT13M5","NCPROFAT13M6","NCPROFAT13M7","NCPROFAT13M8","NCPROFAT13M9","NCPROFAT13M10","NCPROFAT13M11","NCPROFAT13M12","NCPROFAT14M1","NCPROFAT14M2","NCPROFAT14M3","NCPROFAT14M4","NCPROFAT14M5","NCPROFAT14M6","NCPROFAT14M7","NCPROFAT14M8","NCPROFAT14M9","NCPROFAT14M10","NCPROFAT14M11","NCPROFAT14M12","NCPROFAT15M1","NCPROFAT15M2","NCPROFAT15M3","NCPROFAT15M4","NCPROFAT15M5"
"1996:Q1","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.5","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0"
"1996:Q2","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9","506.9"
"1996:Q3","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6","502.6"
"1996:Q4","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","518.7","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5","514.5"
"1997:Q1","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","533.3","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7"
"1997:Q2","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","551.6","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8","544.8"
"1997:Q3","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4"
"1997:Q4","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9"
"1998:Q1","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","483.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2","488.2"
"1998:Q2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7"
"1998:Q3","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","474.6","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0","481.0"
"1998:Q4","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9"
"1999:Q1","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","499.0","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1"
"1999:Q2","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","520.1","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6"
"1999:Q3","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7","505.7"
"1999:Q4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","544.4","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1","523.1"
"2000:Q1","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0"
"2000:Q2","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9","488.9"
"2000:Q3","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","508.1","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9"
"2000:Q4","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","486.8","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2"
"2001:Q1","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","524.0","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9","494.9"
"2001:Q2","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","547.1","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2"
"2001:Q3","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3"
"2001:Q4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9","458.9"
"2002:Q1","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","505.0","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8","506.8"
"2002:Q2","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","548.4","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1"
"2002:Q3","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4","620.4"
"2002:Q4","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","648.8","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1","695.1"
"2003:Q1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","627.1","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9"
"2003:Q2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","621.2","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0","692.0"
"2003:Q3","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4","733.4"
"2003:Q4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4","787.4"
"2004:Q1","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9","901.9"
"2004:Q2","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","911.5","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7"
"2004:Q3","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8"
"2004:Q4","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","961.5","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7"
"2005:Q1","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1176.0","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8","1185.8"
"2005:Q2","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1196.0","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2","1206.2"
"2005:Q3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1238.3","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7","1251.7"
"2005:Q4","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1300.8","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0","1320.0"
"2006:Q1","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1354.6","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9","1352.9"
"2006:Q2","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1344.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7","1391.7"
"2006:Q3","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1368.5","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0","1409.0"
"2006:Q4","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1330.0","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7","1358.7"
"2007:Q1","1278.1","1278.1","1278.1","1278.1","1278.1","1278.1","1278.1","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1264.4","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8"
"2007:Q2","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1315.6","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7","1341.7"
