"DATE","P10M1","P10M2","P10M3","P10M4","P10M5","P10M6","P10M7","P10M8","P10M9","P10M10","P10M11","P10M12","P11M1","P11M2","P11M3","P11M4","P11M5","P11M6","P11M7","P11M8","P11M9","P11M10","P11M11","P11M12","P12M1","P12M2","P12M3","P12M4","P12M5","P12M6","P12M7","P12M8","P12M9","P12M10","P12M11","P12M12","P13M1","P13M2","P13M3","P13M4","P13M5","P13M6","P13M7","P13M8","P13M9","P13M10","P13M11","P13M12","P14M1","P14M2","P14M3","P14M4","P14M5","P14M6","P14M7","P14M8","P14M9","P14M10","P14M11","P14M12","P15M1","P15M2","P15M3","P15M4","P15M5"
"1959:Q3","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.369","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","18.385","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308","17.308"
"1959:Q4","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.446","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","18.461","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375","17.375"
"1960:Q1","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.483","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","18.499","17.409","17.409","17.409","17.409","17.409","17.409","17.409","17.409","17.409","17.409","17.409","17.409","17.41","17.41","17.41","17.41","17.41","17.41","17.41","17.41","17.41","17.41"
"1960:Q2","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.561","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","18.577","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473","17.473"
"1960:Q3","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.646","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","18.662","17.551","17.551","17.551","17.551","17.551","17.551","17.551","17.551","17.551","17.551","17.551","17.551","17.552","17.552","17.552","17.552","17.552","17.552","17.552","17.552","17.552","17.552"
"1960:Q4","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.726","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","18.742","17.63","17.63","17.63","17.63","17.63","17.63","17.63","17.63","17.63","17.63","17.63","17.63","17.631","17.631","17.631","17.631","17.631","17.631","17.631","17.631","17.631","17.631"
"1961:Q1","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.75","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","18.766","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651","17.651"
"1961:Q2","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.786","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","18.802","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688","17.688"
"1961:Q3","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.835","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","18.851","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727","17.727"
"1961:Q4","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.884","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769","17.769"
"1962:Q1","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","18.992","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","19.009","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859","17.859"
"1962:Q2","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.04","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","19.057","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908","17.908"
"1962:Q3","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.091","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","19.108","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95"
"1962:Q4","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.159","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","19.175","17.991","17.991","17.991","17.991","17.991","17.991","17.991","17.991","17.991","17.991","17.991","17.991","17.992","17.992","17.992","17.992","17.992","17.992","17.992","17.992","17.992","17.992"
"1963:Q1","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.213","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","19.229","18.079","18.079","18.079","18.079","18.079","18.079","18.079","18.079","18.079","18.079","18.079","18.079","18.08","18.08","18.08","18.08","18.08","18.08","18.08","18.08","18.08","18.08"
"1963:Q2","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.232","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","19.248","18.093","18.093","18.093","18.093","18.093","18.093","18.093","18.093","18.093","18.093","18.093","18.093","18.094","18.094","18.094","18.094","18.094","18.094","18.094","18.094","18.094","18.094"
"1963:Q3","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.266","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","19.283","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112","18.112"
"1963:Q4","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.382","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","19.399","18.23","18.23","18.23","18.23","18.23","18.23","18.23","18.23","18.23","18.23","18.23","18.23","18.231","18.231","18.231","18.231","18.231","18.231","18.231","18.231","18.231","18.231"
"1964:Q1","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.452","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","19.469","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3"
"1964:Q2","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","19.534","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355","18.355"
"1964:Q3","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.614","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","19.631","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447","18.447"
"1964:Q4","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.704","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","19.721","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526","18.526"
"1965:Q1","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.788","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","19.805","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606","18.606"
"1965:Q2","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.876","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692","18.692"
"1965:Q3","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.963","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","19.98","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778","18.778"
"1965:Q4","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.086","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","20.103","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9"
"1966:Q1","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.209","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","20.227","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016","19.016"
"1966:Q2","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.401","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","20.418","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189","19.189"
"1966:Q3","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.591","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","20.608","19.358","19.358","19.358","19.358","19.358","19.358","19.358","19.358","19.358","19.358","19.358","19.358","19.359","19.359","19.359","19.359","19.359","19.359","19.359","19.359","19.359","19.359"
"1966:Q4","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.772","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","20.79","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518","19.518"
"1967:Q1","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.874","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","20.892","19.599","19.599","19.599","19.599","19.599","19.599","19.599","19.599","19.599","19.599","19.599","19.599","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6"
"1967:Q2","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.002","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","21.02","19.716","19.716","19.716","19.716","19.716","19.716","19.716","19.716","19.716","19.716","19.716","19.716","19.717","19.717","19.717","19.717","19.717","19.717","19.717","19.717","19.717","19.717"
"1967:Q3","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.194","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","21.212","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.893","19.894","19.894","19.894","19.894","19.894","19.894","19.894","19.894","19.894","19.894"
"1967:Q4","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.426","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","21.445","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.112","20.112","20.112","20.112","20.112","20.112","20.112","20.112","20.112","20.112"
"1968:Q1","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.658","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","21.676","20.331","20.331","20.331","20.331","20.331","20.331","20.331","20.331","20.331","20.331","20.331","20.331","20.332","20.332","20.332","20.332","20.332","20.332","20.332","20.332","20.332","20.332"
"1968:Q2","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","21.918","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559","20.559"
"1968:Q3","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.111","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","22.13","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757","20.757"
"1968:Q4","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.418","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","22.437","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047","21.047"
"1969:Q1","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.644","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","22.663","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259","21.259"
"1969:Q2","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.946","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","22.966","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54","21.54"
"1969:Q3","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.279","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","23.299","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847","21.847"
"1969:Q4","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.571","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","23.591","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12","22.12"
"1970:Q1","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.898","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","23.918","22.424","22.424","22.424","22.424","22.424","22.424","22.424","22.424","22.424","22.424","22.424","22.424","22.425","22.425","22.425","22.425","22.425","22.425","22.425","22.425","22.425","22.425"
"1970:Q2","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.241","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","24.261","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.749","22.749","22.749","22.749","22.749","22.749","22.749","22.749","22.749","22.749"
"1970:Q3","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.432","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","24.453","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935","22.935"
"1970:Q4","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.742","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","24.763","23.233","23.233","23.233","23.233","23.233","23.233","23.233","23.233","23.233","23.233","23.233","23.233","23.234","23.234","23.234","23.234","23.234","23.234","23.234","23.234","23.234","23.234"
"1971:Q1","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.115","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","25.136","23.588","23.588","23.588","23.588","23.588","23.588","23.588","23.588","23.588","23.588","23.588","23.588","23.589","23.589","23.589","23.589","23.589","23.589","23.589","23.589","23.589","23.589"
"1971:Q2","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.451","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","25.473","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905","23.905"
"1971:Q3","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.705","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","25.727","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146","24.146"
"1971:Q4","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.909","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","25.932","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345","24.345"
