"DATE","NCPROFATW90M1","NCPROFATW90M2","NCPROFATW90M3","NCPROFATW90M4","NCPROFATW90M5","NCPROFATW90M6","NCPROFATW90M7","NCPROFATW90M8","NCPROFATW90M9","NCPROFATW90M10","NCPROFATW90M11","NCPROFATW90M12","NCPROFATW91M1","NCPROFATW91M2","NCPROFATW91M3","NCPROFATW91M4","NCPROFATW91M5","NCPROFATW91M6","NCPROFATW91M7","NCPROFATW91M8","NCPROFATW91M9","NCPROFATW91M10","NCPROFATW91M11","NCPROFATW91M12","NCPROFATW92M1","NCPROFATW92M2","NCPROFATW92M3","NCPROFATW92M4","NCPROFATW92M5","NCPROFATW92M6","NCPROFATW92M7","NCPROFATW92M8","NCPROFATW92M9","NCPROFATW92M10","NCPROFATW92M11","NCPROFATW92M12","NCPROFATW93M1","NCPROFATW93M2","NCPROFATW93M3","NCPROFATW93M4","NCPROFATW93M5","NCPROFATW93M6","NCPROFATW93M7","NCPROFATW93M8","NCPROFATW93M9","NCPROFATW93M10","NCPROFATW93M11","NCPROFATW93M12","NCPROFATW94M1","NCPROFATW94M2","NCPROFATW94M3","NCPROFATW94M4","NCPROFATW94M5","NCPROFATW94M6","NCPROFATW94M7","NCPROFATW94M8","NCPROFATW94M9","NCPROFATW94M10","NCPROFATW94M11","NCPROFATW94M12","NCPROFATW95M1","NCPROFATW95M2","NCPROFATW95M3","NCPROFATW95M4","NCPROFATW95M5","NCPROFATW95M6","NCPROFATW95M7","NCPROFATW95M8","NCPROFATW95M9","NCPROFATW95M10","NCPROFATW95M11","NCPROFATW95M12","NCPROFATW96M1","NCPROFATW96M2","NCPROFATW96M3","NCPROFATW96M4","NCPROFATW96M5","NCPROFATW96M6","NCPROFATW96M7","NCPROFATW96M8","NCPROFATW96M9","NCPROFATW96M10","NCPROFATW96M11","NCPROFATW96M12","NCPROFATW97M1","NCPROFATW97M2","NCPROFATW97M3","NCPROFATW97M4","NCPROFATW97M5","NCPROFATW97M6","NCPROFATW97M7","NCPROFATW97M8","NCPROFATW97M9","NCPROFATW97M10","NCPROFATW97M11","NCPROFATW97M12","NCPROFATW98M1","NCPROFATW98M2","NCPROFATW98M3","NCPROFATW98M4","NCPROFATW98M5","NCPROFATW98M6","NCPROFATW98M7","NCPROFATW98M8","NCPROFATW98M9","NCPROFATW98M10","NCPROFATW98M11","NCPROFATW98M12","NCPROFATW99M1","NCPROFATW99M2","NCPROFATW99M3","NCPROFATW99M4","NCPROFATW99M5","NCPROFATW99M6","NCPROFATW99M7","NCPROFATW99M8","NCPROFATW99M9","NCPROFATW99M10","NCPROFATW99M11","NCPROFATW99M12"
"1970:Q1","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","45.9","45.9"
"1970:Q2","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","49.3","49.3"
"1970:Q3","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","48.1","48.1"
"1970:Q4","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","44.6","44.6"
"1971:Q1","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","46.8","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","48.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","54.0","54.0"
"1971:Q2","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","55.2","55.2"
"1971:Q3","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","58.0","58.0"
"1971:Q4","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","55.8","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","60.8","60.8"
"1972:Q1","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","61.5","64.2","64.2"
"1972:Q2","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","64.9","64.9"
"1972:Q3","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","61.6","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","68.8","68.8"
"1972:Q4","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","72.1","72.1"
"1973:Q1","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","68.7","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","72.6","75.9","75.9"
"1973:Q2","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","61.8","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","68.4","72.1","72.1"
"1973:Q3","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","67.3","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","74.2","74.2"
"1973:Q4","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","71.3","74.8","74.8"
"1974:Q1","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.7","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","69.4","69.4"
"1974:Q2","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.6","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","55.5","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","60.0","65.2","65.2"
"1974:Q3","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","56.2","56.2"
"1974:Q4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","48.6","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","58.2","58.2"
"1975:Q1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","67.5","67.5"
"1975:Q2","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","62.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8","77.0","77.0"
"1975:Q3","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.4","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","77.6","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","88.3","88.3"
"1975:Q4","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.2","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","82.3","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","93.8","93.8"
"1976:Q1","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","98.6","98.6"
