"DATE","RCONDM98M11","RCONDM98M12","RCONDM99M1","RCONDM99M2","RCONDM99M3","RCONDM99M4","RCONDM99M5","RCONDM99M6","RCONDM99M7","RCONDM99M8","RCONDM99M9","RCONDM99M10","RCONDM99M11","RCONDM99M12","RCONDM00M1","RCONDM00M2","RCONDM00M3","RCONDM00M4","RCONDM00M5","RCONDM00M6","RCONDM00M7","RCONDM00M8","RCONDM00M9","RCONDM00M10","RCONDM00M11","RCONDM00M12","RCONDM01M1","RCONDM01M2","RCONDM01M3","RCONDM01M4","RCONDM01M5","RCONDM01M6","RCONDM01M7","RCONDM01M8","RCONDM01M9","RCONDM01M10","RCONDM01M11","RCONDM01M12","RCONDM02M1","RCONDM02M2","RCONDM02M3","RCONDM02M4","RCONDM02M5","RCONDM02M6","RCONDM02M7","RCONDM02M8","RCONDM02M9","RCONDM02M10","RCONDM02M11","RCONDM02M12","RCONDM03M1","RCONDM03M2","RCONDM03M3","RCONDM03M4","RCONDM03M5","RCONDM03M6","RCONDM03M7","RCONDM03M8","RCONDM03M9","RCONDM03M10","RCONDM03M11","RCONDM03M12","RCONDM04M1","RCONDM04M2","RCONDM04M3","RCONDM04M4","RCONDM04M5","RCONDM04M6","RCONDM04M7","RCONDM04M8","RCONDM04M9","RCONDM04M10","RCONDM04M11","RCONDM04M12","RCONDM05M1","RCONDM05M2","RCONDM05M3","RCONDM05M4","RCONDM05M5","RCONDM05M6","RCONDM05M7","RCONDM05M8","RCONDM05M9","RCONDM05M10","RCONDM05M11","RCONDM05M12","RCONDM06M1","RCONDM06M2","RCONDM06M3","RCONDM06M4","RCONDM06M5","RCONDM06M6","RCONDM06M7","RCONDM06M8","RCONDM06M9","RCONDM06M10","RCONDM06M11","RCONDM06M12","RCONDM07M1","RCONDM07M2","RCONDM07M3","RCONDM07M4","RCONDM07M5","RCONDM07M6","RCONDM07M7","RCONDM07M8","RCONDM07M9","RCONDM07M10","RCONDM07M11","RCONDM07M12","RCONDM08M1","RCONDM08M2","RCONDM08M3","RCONDM08M4","RCONDM08M5","RCONDM08M6","RCONDM08M7","RCONDM08M8","RCONDM08M9","RCONDM08M10","RCONDM08M11","RCONDM08M12","RCONDM09M1","RCONDM09M2","RCONDM09M3","RCONDM09M4","RCONDM09M5","RCONDM09M6","RCONDM09M7","RCONDM09M8","RCONDM09M9","RCONDM09M10","RCONDM09M11","RCONDM09M12","RCONDM10M1","RCONDM10M2","RCONDM10M3","RCONDM10M4","RCONDM10M5","RCONDM10M6","RCONDM10M7","RCONDM10M8","RCONDM10M9","RCONDM10M10","RCONDM10M11","RCONDM10M12","RCONDM11M1","RCONDM11M2","RCONDM11M3","RCONDM11M4","RCONDM11M5","RCONDM11M6","RCONDM11M7","RCONDM11M8","RCONDM11M9","RCONDM11M10","RCONDM11M11","RCONDM11M12","RCONDM12M1","RCONDM12M2","RCONDM12M3","RCONDM12M4","RCONDM12M5","RCONDM12M6","RCONDM12M7","RCONDM12M8","RCONDM12M9","RCONDM12M10","RCONDM12M11","RCONDM12M12","RCONDM13M1","RCONDM13M2","RCONDM13M3","RCONDM13M4","RCONDM13M5","RCONDM13M6","RCONDM13M7","RCONDM13M8","RCONDM13M9","RCONDM13M10","RCONDM13M11","RCONDM13M12","RCONDM14M1","RCONDM14M2","RCONDM14M3","RCONDM14M4","RCONDM14M5","RCONDM14M6","RCONDM14M7","RCONDM14M8","RCONDM14M9","RCONDM14M10","RCONDM14M11","RCONDM14M12","RCONDM15M1","RCONDM15M2","RCONDM15M3","RCONDM15M4","RCONDM15M5"
"1960:03","109.397","109.397","109.397","109.397","109.397","109.397","109.397","109.397","109.397","109.397","109.397","109.397","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.567","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","93.463","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992","86.992"
"1960:04","113.075","113.075","113.075","113.075","113.075","113.075","113.075","113.075","113.075","113.075","113.075","113.075","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.862","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","96.754","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052"
"1960:05","105.244","105.244","105.244","105.244","105.244","105.244","105.244","105.244","105.244","105.244","105.244","105.244","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","95.4","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.194","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","90.093","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851","83.851"
"1960:06","102.376","102.376","102.376","102.376","102.376","102.376","102.376","102.376","102.376","102.376","102.376","102.376","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.922","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","87.824","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743","81.743"
"1960:07","103.295","103.295","103.295","103.295","103.295","103.295","103.295","103.295","103.295","103.295","103.295","103.295","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","93.6","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.699","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","88.588","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459","82.459"
"1960:08","105.606","105.606","105.606","105.606","105.606","105.606","105.606","105.606","105.606","105.606","105.606","105.606","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","90.374","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117","84.117"
"1960:09","109.45","109.45","109.45","109.45","109.45","109.45","109.45","109.45","109.45","109.45","109.45","109.45","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.626","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","93.508","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033","87.033"
"1960:10","108.126","108.126","108.126","108.126","108.126","108.126","108.126","108.126","108.126","108.126","108.126","108.126","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.772","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","92.665","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245","86.245"
"1960:11","103.739","103.739","103.739","103.739","103.739","103.739","103.739","103.739","103.739","103.739","103.739","103.739","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.965","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","88.868","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715","82.715"
"1960:12","97.828","97.828","97.828","97.828","97.828","97.828","97.828","97.828","97.828","97.828","97.828","97.828","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","88.7","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.195","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274","78.274"
"1961:01","95.718","95.718","95.718","95.718","95.718","95.718","95.718","95.718","95.718","95.718","95.718","95.718","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.55","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","82.454","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749","76.749"
"1961:02","96.363","96.363","96.363","96.363","96.363","96.363","96.363","96.363","96.363","96.363","96.363","96.363","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.141","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","83.049","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302","77.302"
"1961:03","99.284","99.284","99.284","99.284","99.284","99.284","99.284","99.284","99.284","99.284","99.284","99.284","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.621","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","85.532","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604","79.604"
