"DATE","RCOND10M1","RCOND10M2","RCOND10M3","RCOND10M4","RCOND10M5","RCOND10M6","RCOND10M7","RCOND10M8","RCOND10M9","RCOND10M10","RCOND10M11","RCOND10M12","RCOND11M1","RCOND11M2","RCOND11M3","RCOND11M4","RCOND11M5","RCOND11M6","RCOND11M7","RCOND11M8","RCOND11M9","RCOND11M10","RCOND11M11","RCOND11M12","RCOND12M1","RCOND12M2","RCOND12M3","RCOND12M4","RCOND12M5","RCOND12M6","RCOND12M7","RCOND12M8","RCOND12M9","RCOND12M10","RCOND12M11","RCOND12M12","RCOND13M1","RCOND13M2","RCOND13M3","RCOND13M4","RCOND13M5","RCOND13M6","RCOND13M7","RCOND13M8","RCOND13M9","RCOND13M10","RCOND13M11","RCOND13M12","RCOND14M1","RCOND14M2","RCOND14M3","RCOND14M4","RCOND14M5","RCOND14M6","RCOND14M7","RCOND14M8","RCOND14M9","RCOND14M10","RCOND14M11","RCOND14M12","RCOND15M1","RCOND15M2","RCOND15M3","RCOND15M4","RCOND15M5","RCOND15M6","RCOND15M7","RCOND15M8","RCOND15M9","RCOND15M10","RCOND15M11"
"1958:Q2","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.3","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8","71.8"
"1958:Q3","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3"
"1958:Q4","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","81.7","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0"
"1959:Q1","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.2","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","86.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1"
"1959:Q2","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","89.4","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2"
"1959:Q3","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.2","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8","84.8"
"1959:Q4","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","86.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7"
"1960:Q1","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.6","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","89.5","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3"
"1960:Q2","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2"
"1960:Q3","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.9","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","90.8","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5","84.5"
"1960:Q4","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.5","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4","82.4"
"1961:Q1","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","83.7","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9","77.9"
"1961:Q2","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.5","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5"
"1961:Q3","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4"
"1961:Q4","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.8","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4"
"1962:Q1","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2","87.2"
