"DATE","RNX10M1","RNX10M2","RNX10M3","RNX10M4","RNX10M5","RNX10M6","RNX10M7","RNX10M8","RNX10M9","RNX10M10","RNX10M11","RNX10M12","RNX11M1","RNX11M2","RNX11M3","RNX11M4","RNX11M5","RNX11M6","RNX11M7","RNX11M8","RNX11M9","RNX11M10","RNX11M11","RNX11M12","RNX12M1","RNX12M2","RNX12M3","RNX12M4","RNX12M5","RNX12M6","RNX12M7","RNX12M8","RNX12M9","RNX12M10","RNX12M11","RNX12M12","RNX13M1","RNX13M2","RNX13M3","RNX13M4","RNX13M5","RNX13M6","RNX13M7","RNX13M8","RNX13M9","RNX13M10","RNX13M11","RNX13M12","RNX14M1","RNX14M2","RNX14M3","RNX14M4","RNX14M5","RNX14M6","RNX14M7","RNX14M8","RNX14M9","RNX14M10","RNX14M11","RNX14M12","RNX15M1","RNX15M2","RNX15M3","RNX15M4","RNX15M5","RNX15M6","RNX15M7","RNX15M8","RNX15M9","RNX15M10","RNX15M11"
"2008:Q2","-476.1","-476.1","-476.1","-476.1","-476.1","-476.1","-476.1","-493.8","-493.8","-493.8","-493.8","-493.8","-493.8","-493.8","-493.8","-493.8","-493.8","-493.8","-493.8","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-486.2","-539.9","-539.9","-539.9","-539.9","-539.9","-539.9","-539.9","-539.9","-539.9","-539.9","-539.9","-539.9","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4","-550.4"
"2008:Q3","-479.2","-479.2","-479.2","-479.2","-479.2","-479.2","-479.2","-514.8","-514.8","-514.8","-514.8","-514.8","-514.8","-514.8","-514.8","-514.8","-514.8","-514.8","-514.8","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-464.6","-512.4","-512.4","-512.4","-512.4","-512.4","-512.4","-512.4","-512.4","-512.4","-512.4","-512.4","-512.4","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9","-526.9"
"2008:Q4","-470.9","-470.9","-470.9","-470.9","-470.9","-470.9","-470.9","-477.7","-477.7","-477.7","-477.7","-477.7","-477.7","-477.7","-477.7","-477.7","-477.7","-477.7","-477.7","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-478.0","-524.0","-524.0","-524.0","-524.0","-524.0","-524.0","-524.0","-524.0","-524.0","-524.0","-524.0","-524.0","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3","-530.3"
"2009:Q1","-386.5","-386.5","-386.5","-386.5","-386.5","-386.5","-386.5","-389.2","-389.2","-389.2","-389.2","-389.2","-389.2","-389.2","-389.2","-389.2","-389.2","-389.2","-389.2","-404.2","-404.2","-404.2","-404.2","-404.2","-404.2","-404.2","-404.2","-404.2","-404.2","-404.2","-404.2","-403.5","-403.5","-403.5","-403.5","-403.5","-403.5","-403.5","-403.5","-403.5","-403.5","-403.5","-403.5","-447.1","-447.1","-447.1","-447.1","-447.1","-447.1","-447.1","-447.1","-447.1","-447.1","-447.1","-447.1","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3","-451.3"
"2009:Q2","-330.3","-330.3","-330.3","-330.3","-330.3","-330.3","-330.3","-342.1","-342.1","-342.1","-342.1","-342.1","-342.1","-342.1","-342.1","-342.1","-342.1","-342.1","-342.1","-331.8","-331.8","-331.8","-331.8","-331.8","-331.8","-331.8","-331.8","-331.8","-331.8","-331.8","-331.8","-322.8","-322.8","-322.8","-322.8","-322.8","-322.8","-322.8","-322.8","-322.8","-322.8","-322.8","-322.8","-360.1","-360.1","-360.1","-360.1","-360.1","-360.1","-360.1","-360.1","-360.1","-360.1","-360.1","-360.1","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3","-366.3"
"2009:Q3","-357.4","-357.4","-357.4","-357.4","-357.4","-357.4","-357.4","-390.8","-390.8","-390.8","-390.8","-390.8","-390.8","-390.8","-390.8","-390.8","-390.8","-390.8","-390.8","-352.4","-352.4","-352.4","-352.4","-352.4","-352.4","-352.4","-352.4","-352.4","-352.4","-352.4","-352.4","-347.0","-347.0","-347.0","-347.0","-347.0","-347.0","-347.0","-347.0","-347.0","-347.0","-346.9","-346.9","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6","-383.6"
"2009:Q4","#N/A","-341.1","-347.2","-348.0","-348.0","-348.0","-348.0","-330.1","-330.1","-330.1","-330.1","-330.1","-330.1","-330.1","-330.1","-330.1","-330.1","-330.1","-330.1","-346.9","-346.9","-346.9","-346.9","-346.9","-346.9","-346.9","-346.9","-346.9","-346.9","-346.9","-346.9","-347.5","-347.5","-347.5","-347.5","-347.5","-347.5","-347.5","-347.5","-347.5","-347.5","-347.5","-347.5","-381.2","-381.2","-381.2","-381.2","-381.2","-381.2","-381.2","-381.2","-381.2","-381.2","-381.2","-381.2","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4","-380.4"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","-367.0","-368.3","-372.9","-338.4","-338.4","-338.4","-338.4","-338.4","-338.4","-338.4","-338.4","-338.4","-338.4","-338.4","-338.4","-376.8","-376.8","-376.8","-376.8","-376.8","-376.8","-376.8","-376.8","-376.8","-376.8","-376.8","-376.8","-372.7","-372.7","-372.7","-372.7","-372.7","-372.7","-372.7","-372.7","-372.7","-372.7","-372.7","-372.7","-413.6","-413.6","-413.6","-413.6","-413.6","-413.6","-413.6","-413.6","-413.6","-413.6","-413.6","-413.6","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8","-408.8"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-425.9","-444.8","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-437.4","-437.4","-437.4","-437.4","-437.4","-437.4","-437.4","-437.4","-437.4","-437.4","-437.4","-437.4","-428.8","-428.8","-428.8","-428.8","-428.8","-428.8","-428.8","-428.8","-428.8","-428.8","-428.7","-428.7","-474.3","-474.3","-474.3","-474.3","-474.3","-474.3","-474.3","-474.3","-474.3","-474.3","-474.3","-474.3","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7","-469.7"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-514.9","-506.7","-505.0","-505.0","-505.0","-505.0","-505.0","-505.0","-505.0","-458.7","-458.7","-458.7","-458.7","-458.7","-458.7","-458.7","-458.7","-458.7","-458.7","-458.7","-458.7","-458.9","-458.9","-458.9","-458.9","-458.9","-458.9","-458.9","-458.9","-458.9","-458.9","-458.9","-458.9","-504.9","-504.9","-504.9","-504.9","-504.9","-504.9","-504.9","-504.9","-504.9","-504.9","-504.9","-504.9","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4","-498.4"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-392.2","-395.0","-397.7","-397.7","-397.7","-397.7","-414.2","-414.2","-414.2","-414.2","-414.2","-414.2","-414.2","-414.2","-414.2","-414.2","-414.2","-414.2","-418.3","-418.3","-418.3","-418.3","-418.3","-418.3","-418.3","-418.3","-418.3","-418.3","-418.3","-418.3","-457.5","-457.5","-457.5","-457.5","-457.5","-457.5","-457.5","-457.5","-457.5","-457.5","-457.5","-457.5","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1","-458.1"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-399.6","-398.5","-392.4","-424.3","-424.3","-424.3","-424.3","-424.3","-424.3","-424.3","-424.3","-424.3","-424.3","-424.3","-424.3","-416.6","-416.6","-416.6","-416.6","-416.6","-416.6","-416.6","-416.6","-416.6","-416.6","-416.6","-416.6","-456.5","-456.5","-456.5","-456.5","-456.5","-456.5","-456.5","-456.5","-456.5","-456.5","-456.5","-456.5","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2","-466.2"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-405.7","-421.2","-416.4","-416.4","-416.4","-416.4","-416.4","-416.4","-416.4","-416.4","-416.4","-416.4","-399.6","-399.6","-399.6","-399.6","-399.6","-399.6","-399.6","-399.6","-399.6","-399.6","-399.6","-399.6","-438.3","-438.3","-438.3","-438.3","-438.3","-438.3","-438.3","-438.3","-438.3","-438.3","-438.3","-438.3","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2","-455.2"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-409.4","-400.7","-402.7","-402.7","-402.7","-402.7","-402.7","-402.7","-402.7","-397.9","-397.9","-397.9","-397.9","-397.9","-397.9","-397.9","-397.9","-397.9","-397.9","-397.9","-397.9","-433.9","-433.9","-433.9","-433.9","-433.9","-433.9","-433.9","-433.9","-433.9","-433.9","-433.9","-433.9","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3","-454.3"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-405.9","-404.5","-410.7","-410.7","-410.7","-410.7","-418.0","-418.0","-418.0","-418.0","-418.0","-418.0","-418.0","-418.0","-418.0","-418.0","-418.0","-418.0","-454.7","-454.7","-454.7","-454.7","-454.7","-454.7","-454.7","-454.7","-454.7","-454.7","-454.7","-454.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7","-461.7"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-410.2","-411.9","-407.0","-415.5","-415.5","-415.5","-415.5","-415.5","-415.5","-415.5","-415.5","-415.5","-415.5","-415.5","-415.5","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-465.7","-465.7","-465.7","-465.7","-465.7","-465.7","-465.7","-465.7","-465.7","-465.7","-465.7","-465.7","-462.7","-462.7","-462.7","-462.7"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-424.4","-404.6","-407.5","-407.5","-407.5","-407.5","-407.5","-407.5","-407.5","-407.5","-407.4","-407.4","-435.3","-435.3","-435.3","-435.3","-435.3","-435.3","-435.3","-435.3","-435.3","-435.3","-435.3","-435.3","-466.7","-466.7","-466.7","-466.7","-466.7","-466.7","-466.7","-466.7","-466.7","-466.7","-466.7","-466.7","-452.7","-452.7","-452.7","-452.7"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-413.7","-403.0","-395.2","-395.2","-395.2","-395.2","-395.2","-395.2","-395.2","-436.5","-436.5","-436.5","-436.5","-436.5","-436.5","-436.5","-436.5","-436.5","-436.5","-436.5","-436.5","-453.0","-453.0","-453.0","-453.0","-453.0","-453.0","-453.0","-453.0","-453.0","-453.0","-453.0","-453.0","-446.8","-446.8","-446.8","-446.8"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-404.0","-387.9","-384.7","-384.7","-384.7","-384.7","-412.1","-412.1","-412.1","-412.1","-412.1","-412.1","-412.1","-412.1","-412.1","-412.1","-412.1","-412.1","-424.5","-424.5","-424.5","-424.5","-424.5","-424.5","-424.5","-424.5","-424.5","-424.5","-424.5","-424.5","-426.0","-426.0","-426.0","-426.0"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-400.7","-391.5","-387.7","-422.3","-422.3","-422.3","-422.3","-422.3","-422.3","-422.3","-422.3","-422.3","-422.3","-422.3","-422.3","-427.2","-427.2","-427.2","-427.2","-427.2","-427.2","-427.2","-427.2","-427.2","-427.2","-427.2","-427.2","-425.9","-425.9","-425.9","-425.9"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-451.3","-422.0","-424.4","-424.4","-424.4","-424.4","-424.4","-424.4","-424.4","-424.4","-424.4","-424.4","-446.0","-446.0","-446.0","-446.0","-446.0","-446.0","-446.0","-446.0","-446.0","-446.0","-446.0","-446.0","-434.2","-434.2","-434.2","-434.2"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-413.2","-422.1","-419.8","-419.8","-419.8","-419.8","-419.8","-419.8","-419.8","-424.6","-424.6","-424.6","-424.6","-424.6","-424.6","-424.6","-424.6","-424.6","-424.6","-424.6","-424.6","-428.3","-428.3","-428.3","-428.3"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-370.1","-382.8","-382.8","-382.8","-382.8","-382.8","-384.0","-384.0","-384.0","-384.0","-384.0","-384.0","-384.0","-384.0","-384.0","-384.0","-384.0","-384.0","-381.5","-381.5","-381.5","-381.5"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-414.4","-418.9","-441.1","-447.2","-447.2","-447.2","-447.2","-447.2","-447.2","-447.2","-447.2","-447.2","-447.2","-447.2","-447.2","-434.0","-434.0","-434.0","-434.0"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-470.3","-463.5","-460.4","-460.4","-460.4","-460.4","-460.4","-460.4","-460.4","-460.4","-460.4","-460.4","-443.3","-443.3","-443.3","-443.3"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-409.9","-431.0","-431.4","-431.4","-431.4","-431.4","-431.4","-431.4","-431.4","-429.1","-429.1","-429.1","-429.1"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-471.5","-476.4","-471.4","-471.4","-471.4","-471.4","-463.6","-463.6","-463.6","-463.6"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-522.1","-548.4","-548.0","-541.2","-541.2","-541.2","-541.2"
"2015:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-536.3","-532.7","-534.6","-534.6"
"2015:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","-536.2"
